conversation_id,title,total_messages,user_messages,assistant_messages,user_assistant_ratio,duration_minutes,active_days,messages_per_hour,avg_user_message_length,median_user_message_length,max_user_message_length,avg_user_words,total_user_words,first_hour,first_day,first_month,first_year,peak_user_hour,technical_term_count,primary_intent,primary_intent_score,depth_score,builder_score,learning_score,troubleshooting_score,technical_score,interaction_intensity,persistence_score,iteration_score,conversation_type
6905dceb-7e14-8321-988d-b09b1942d2a0,Online duplicate marksheet process,17,8,9,0.8888888888888888,120.52558513333334,1,8.462933400170668,34.125,13.0,123,6.625,53,10,Saturday,November,2025,10,1,other,0,63.55463347164592,26.45228215767635,26.016597510373444,31.74273858921162,52.9045643153527,15.352697095435685,65.31120331950208,66.59751037344398,Explorer
691b0f5a-fa04-8320-af2f-472835e63dc6,Professional description write,32,16,16,1.0,60.06014183333333,1,31.967956474828057,235.9375,41.5,2412,34.0,544,12,Monday,November,2025,12,54,build,22,65.83679114799446,96.99170124481327,51.99170124481327,56.39004149377593,93.98340248962656,28.21576763485477,60.829875518672196,82.05394190871368,Builder
691c04c4-a754-832b-aa22-554a30c9384e,Python 3 code,6,3,3,1.0,5.129317833333333,1,70.18477148374538,14.666666666666666,18.0,18,3.333333333333333,10,5,Tuesday,November,2025,5,4,other,0,39.55739972337483,36.82572614107884,5.643153526970955,44.190871369294605,73.65145228215768,46.058091286307054,41.90871369294606,34.75103734439834,Explorer
691c6e8a-bb88-8324-ab2e-7edc28529cfa,Trip description prompt,4,2,2,1.0,1.2757531333333332,1,188.12417052264607,68.0,68.0,136,13.0,26,13,Tuesday,November,2025,13,0,other,0,31.258644536652834,10.477178423236515,32.946058091286304,12.572614107883817,20.95435684647303,70.12448132780082,33.19502074688796,24.5850622406639,Explorer
6921991e-d54c-8320-96cf-29f1cbc3a0cb,Movie emotional impact,10,5,5,1.0,3.6164397833333335,1,165.9090254357754,50.6,53.0,80,10.0,50,11,Saturday,November,2025,11,1,create_content,1,44.46749654218534,26.45228215767635,31.53526970954357,31.74273858921162,52.9045643153527,68.04979253112033,40.4149377593361,51.55601659751038,Creator
69288364-ae94-8324-a8df-d500d4d5ba5f,Railway exam details,20,10,10,1.0,13.47379995,1,89.06173495621776,32.3,26.5,84,6.0,60,16,Thursday,November,2025,17,4,learn,3,56.77731673582296,36.82572614107884,64.93775933609959,44.190871369294605,73.65145228215768,55.18672199170125,50.87136929460581,71.36929460580913,Learner
6928876c-6210-8321-bc0a-31ce4cdfaefe,Session reminder request,4,2,2,1.0,0.9050381333333332,1,265.18219637448794,32.0,32.0,54,5.5,11,17,Thursday,November,2025,17,1,other,0,30.290456431535272,26.45228215767635,15.850622406639005,31.74273858921162,52.9045643153527,76.76348547717843,31.45228215767635,24.5850622406639,Explorer
692a871f-36f0-8320-a22d-18e02fb57a26,Fill form details,8,4,4,1.0,5.906927483333333,1,81.26052018656772,97.0,20.5,345,10.5,42,5,Saturday,November,2025,5,2,other,0,44.05255878284924,33.29875518672199,39.79253112033196,39.95850622406639,66.59751037344398,52.69709543568465,44.149377593360995,43.983402489626556,Explorer
692a921c-2600-8321-ae1d-a2e3a4e29883,Email draft for upload issue,10,5,5,1.0,666.0519462833333,1,0.900830638433064,105.4,55.0,330,19.4,97,6,Saturday,November,2025,17,1,other,0,61.61825726141078,26.45228215767635,44.31535269709544,31.74273858921162,52.9045643153527,6.639004149377594,71.28630705394191,51.55601659751038,Explorer
692d8b87-474c-8326-a0ca-5f479cd50d8a,Colab notebook access help,33,16,17,0.9411764705882352,50.35446675,1,39.32123856718233,587.4375,79.0,3535,52.125,834,12,Monday,December,2025,13,52,troubleshoot,19,65.56016597510373,46.57676348547718,55.518672199170126,95.89211618257261,93.15352697095436,32.365145228215766,59.834024896265554,82.4688796680498,Problem Solver
692d9813-fe20-8323-8683-10cff801b827,Fix librosa warnings,2,1,1,1.0,0.0157102,1,7638.3496072615235,1280.0,1280.0,1280,142.0,142,13,Monday,December,2025,13,6,troubleshoot,6,19.91701244813278,39.73029045643153,54.77178423236515,87.67634854771784,79.46058091286307,95.0207468879668,21.244813278008298,9.751037344398341,Problem Solver
692e7fd4-d38c-8323-8945-93d87812eb72,Accuracy improvement guide,32,15,17,0.8823529411764706,195.31026175,1,9.830512656102156,215.2,93.0,955,22.866666666666667,343,5,Tuesday,December,2025,6,29,troubleshoot,10,69.70954356846472,45.850622406639005,50.04149377593362,95.0207468879668,91.70124481327801,16.59751037344398,67.80082987551867,81.12033195020746,Problem Solver
692eeb72-a33c-8323-8817-084ab69dfe21,Simple explanation of error,8,4,4,1.0,12.7666639,1,37.59791937500603,787.25,810.0,1505,64.25,257,13,Tuesday,December,2025,13,16,troubleshoot,16,47.23374827109267,43.983402489626556,54.77178423236514,92.78008298755186,87.96680497925311,30.70539419087137,49.87551867219917,43.983402489626556,Problem Solver
6931a47b-a30c-8321-937e-70a157b54bb6,Modify code for input,34,16,18,0.8888888888888888,75.70433725,1,26.9469369141066,917.1875,86.0,10001,83.375,1334,15,Thursday,December,2025,16,52,troubleshoot,17,67.49654218533887,46.57676348547718,57.59336099585063,95.89211618257261,93.15352697095436,25.72614107883817,62.57261410788382,83.09128630705393,Problem Solver
6931b7e6-8604-8323-a793-3dae880879b7,Code update steps,26,13,13,1.0,33.988216466666664,1,45.89826010817431,825.8461538461538,472.0,4027,80.53846153846153,1047,16,Thursday,December,2025,16,58,troubleshoot,30,62.3789764868603,47.5103734439834,57.09543568464731,97.01244813278007,95.0207468879668,36.92946058091287,57.0954356846473,77.38589211618259,Problem Solver
69382131-d750-8320-bc57-115d88d2d28d,Code explanation and logic,30,14,16,0.875,187.12473061666665,1,9.619252324736168,246.3571428571429,29.5,1517,27.428571428571427,384,13,Tuesday,December,2025,13,25,learn,12,68.81051175656984,45.43568464730291,91.53526970954357,54.522821576763484,90.87136929460581,16.182572614107883,67.30290456431536,79.35684647302904,Learner
693da768-7ed0-8321-9176-990dbc714b64,Engineering simplified,2,1,1,1.0,0.0002727333333333,1,439990.2224395014,34.0,34.0,34,6.0,6,17,Saturday,December,2025,17,0,build,1,18.25726141078838,60.477178423236516,15.975103734439834,12.572614107883817,20.95435684647303,100.0,18.25726141078838,9.751037344398341,Builder
69444b1c-65c8-8323-8456-91f586a8982a,Task three guide,34,17,17,1.0,46.57530206666667,1,43.80003799180942,28.529411764705884,9.0,121,5.0588235294117645,86,18,Thursday,December,2025,19,7,troubleshoot,1,65.6984785615491,41.286307053941904,23.817427385892117,89.54356846473028,82.57261410788381,35.26970954356847,59.336099585062236,83.92116182572614,Problem Solver
6944577e-17b4-8320-9dd2-1ada874e1b21,Global demand visualization,39,19,20,0.95,1116.4993409833332,2,2.095836436355703,346.05263157894734,19.0,4825,58.21052631578947,1106,19,Thursday,December,2025,19,15,build,18,89.90318118948824,93.46473029045643,54.35684647302905,52.15767634854772,86.92946058091286,8.29875518672199,92.44813278008299,85.06224066390041,Builder
694e044a-4b8c-8324-8421-cb8831ea984f,PDF Layout Adjustment,8,4,4,1.0,3.0066182666666665,1,159.64780275620402,50.25,28.0,145,9.75,39,3,Friday,December,2025,3,0,build,1,40.73305670816044,60.477178423236516,30.04149377593361,12.572614107883817,20.95435684647303,66.39004149377593,38.17427385892116,43.983402489626556,Builder
696fa602-b6dc-8328-88be-50f52c6bc1b1,Tamil Film Character Match,4,2,2,1.0,0.9820999833333331,1,244.37430411659207,64.0,64.0,64,12.0,24,15,Tuesday,January,2026,15,0,other,0,30.42876901798063,10.477178423236515,31.6597510373444,12.572614107883817,20.95435684647303,75.10373443983403,31.70124481327801,24.5850622406639,Explorer
697222e5-ca28-8321-8557-ab9b6c541de4,Clarification on Request,16,8,8,1.0,35.44541385,1,27.083898753801684,642.0,236.5,3126,52.375,419,13,Thursday,January,2026,13,20,troubleshoot,16,58.57538035961272,44.502074688796675,54.85477178423237,93.40248962655602,89.00414937759335,26.141078838174277,57.842323651452276,65.35269709543569,Problem Solver
6974befb-f3ec-8323-acf0-b5a6191fd794,Murder Mystery Kaveri House,2,1,1,1.0,0.0089003333333333,1,13482.641099584283,66.0,66.0,66,13.0,13,12,Saturday,January,2026,12,0,other,0,18.948824343015215,10.477178423236515,29.875518672199174,12.572614107883817,20.95435684647303,97.9253112033195,19.502074688796682,9.751037344398341,Explorer
6974bf7b-4738-83a1-aa23-1af962ea4a6f,Data Analytics Project Ideas,8,4,4,1.0,3.5023416833333334,1,137.05116273611625,15.75,14.5,31,2.75,11,12,Saturday,January,2026,12,1,build,1,41.286307053941904,76.45228215767635,6.721991701244813,31.74273858921162,52.9045643153527,63.07053941908713,39.170124481327804,43.983402489626556,Builder
6974c0e7-9dc0-8324-a217-5779dbd4d24a,Branch · Data Analytics Project Ideas,42,21,21,1.0,1057.4631912166667,2,2.383061671490057,54.71428571428572,31.0,316,7.333333333333333,154,12,Saturday,January,2026,13,11,troubleshoot,2,90.0414937759336,42.427385892116185,37.385892116182575,90.91286307053943,84.85477178423237,9.12863070539419,91.95020746887967,86.20331950207469,Problem Solver
6975c08f-3820-8323-a6d8-52f774717aa4,Two Finger Whistling,2,1,1,1.0,0.0066916166666666,1,17932.886173495695,31.0,31.0,31,6.0,6,7,Sunday,January,2026,7,0,other,0,18.672199170124482,10.477178423236515,13.319502074688797,12.572614107883817,20.95435684647303,98.7551867219917,19.00414937759336,9.751037344398341,Explorer
6976f713-c210-8324-bb3d-278c498c9455,Python AttributeError Fix,16,8,8,1.0,6.553446933333333,1,146.48779638652042,49.25,0.0,394,4.75,38,5,Monday,January,2026,5,1,troubleshoot,2,51.6597510373444,26.45228215767635,29.294605809128633,71.74273858921163,52.9045643153527,64.31535269709543,45.39419087136929,65.35269709543569,Problem Solver
6976f8e5-0d2c-8322-bf4e-9bca6a59d4a8,Fixing AttributeError in Code,18,9,9,1.0,24.26189008333333,1,44.514256568242565,682.0,673.0,1497,63.0,567,5,Monday,January,2026,5,26,troubleshoot,19,58.50622406639004,45.643153526970956,55.684647302904565,94.77178423236515,91.28630705394191,35.684647302904565,55.10373443983402,69.29460580912863,Problem Solver
6976fefd-f620-8321-8129-adaae0fcd43f,Recovering Old Code,2,1,1,1.0,0.00454685,1,26391.89768740996,187.0,187.0,187,42.0,42,5,Monday,January,2026,5,3,other,0,18.39557399723375,35.26970954356847,42.946058091286304,42.32365145228216,70.53941908713693,99.5850622406639,18.506224066390043,9.751037344398341,Explorer
6976ff9c-1488-8322-9912-2f6f9e2ac002,Code Upload Instructions,10,5,5,1.0,10.133791466666668,1,59.20784949775165,111.2,55.0,403,11.8,59,5,Monday,January,2026,5,5,troubleshoot,2,48.7551867219917,38.17427385892116,42.03319502074689,85.8091286307054,76.34854771784232,43.15352697095436,48.13278008298755,51.55601659751038,Problem Solver
6977024e-4e48-8323-9911-98a70d672747,Whisper Module Installation Error,2,1,1,1.0,0.0089454,1,13414.7159433899,369.0,369.0,369,38.0,38,5,Monday,January,2026,5,1,troubleshoot,2,19.08713692946058,26.45228215767635,45.228215767634865,71.74273858921163,52.9045643153527,97.5103734439834,19.75103734439834,9.751037344398341,Problem Solver
69770f41-469c-8322-b707-bb8c120e245f,Alternatives to Streamlit in Colab,2,1,1,1.0,0.0089754666666666,1,13369.778358785432,81.0,81.0,81,15.0,15,6,Monday,January,2026,6,2,other,0,19.225449515905947,33.29875518672199,32.448132780082986,39.95850622406639,66.59751037344398,97.0954356846473,20.0,9.751037344398341,Explorer
697725d3-021c-8320-9910-10c870e78119,Cluttered Audio Video Datasets,8,4,4,1.0,1.8777803833333333,1,255.620947082177,32.75,28.0,66,5.25,21,8,Monday,January,2026,8,1,create_content,1,39.07330567081605,26.45228215767635,19.12863070539419,31.74273858921162,52.9045643153527,75.51867219917013,35.18672199170125,43.983402489626556,Creator
69772c82-7670-8323-8478-4164251c0e7e,Gradio audio file error,2,1,1,1.0,0.00932445,1,12869.391760371924,0.0,0.0,0,0.0,0,8,Monday,January,2026,8,0,other,0,19.50207468879668,10.477178423236515,0.6224066390041494,12.572614107883817,20.95435684647303,96.2655601659751,20.49792531120332,9.751037344398341,Explorer
69830638-1c5c-8323-9814-0da14173ec2d,PDF Analysis Assistance,16,8,8,1.0,12.138210733333333,1,79.08908661172748,34.375,33.0,75,6.75,54,8,Wednesday,February,2026,8,0,build,2,53.87275242047027,60.477178423236516,26.307053941908716,12.572614107883817,20.95435684647303,51.037344398340245,49.37759336099585,65.35269709543569,Builder
698341ae-c330-8320-9673-c0e03744dcaa,Publication Paper Content,14,7,7,1.0,16.358348833333334,1,51.349925873223576,19.714285714285715,17.0,42,4.0,28,12,Wednesday,February,2026,13,0,create_content,1,54.49515905947442,10.477178423236515,13.029045643153529,12.572614107883817,20.95435684647303,40.66390041493776,52.61410788381743,61.51452282157676,Creator
6986c1f4-a618-8322-9c2d-e804980e6e80,Data Analytics Project Ideas,8,4,4,1.0,15.43381815,1,31.10053489907162,40.5,34.0,73,6.75,27,4,Saturday,February,2026,4,6,build,1,48.47856154910097,89.73029045643153,24.066390041493776,47.676348547717836,79.46058091286307,27.385892116182575,52.11618257261411,43.983402489626556,Builder
6986c944-0e9c-8322-b51b-1ec7e9e74d87,DSA Concepts Explained Simply,2,1,1,1.0,0.0082348666666666,1,14572.184937218171,218.0,218.0,218,33.0,33,5,Saturday,February,2026,5,0,learn,2,18.81051175656985,10.477178423236515,82.0746887966805,12.572614107883817,20.95435684647303,98.3402489626556,19.253112033195023,9.751037344398341,Learner
6986cf21-b210-8321-9156-dd4226dc3931,Resume Bullet Points,2,1,1,1.0,0.0166582666666666,1,7203.6306298374375,418.0,418.0,418,64.0,64,5,Saturday,February,2026,5,1,research,2,20.193637621023512,26.45228215767635,48.38174273858922,31.74273858921162,52.9045643153527,94.1908713692946,21.74273858921162,9.751037344398341,Researcher
69870497-a1c8-8322-9fc0-1e1d10e49672,Murder Mystery Challenge,50,25,25,1.0,80.61099136666667,1,37.215768583644106,33.0,8.0,195,5.96,149,9,Saturday,February,2026,10,4,build,5,69.29460580912864,86.82572614107883,29.211618257261414,44.190871369294605,73.65145228215768,30.29045643153527,62.82157676348548,89.21161825726142,Builder
6987326d-d1d4-8324-afef-550972b9f8c1,Book Cover Design,2,2,0,,0.7742166666666667,1,154.99537166598498,49.0,49.0,98,11.0,22,12,Saturday,February,2026,12,0,other,0,25.03457814661134,10.477178423236515,25.684647302904565,12.572614107883817,20.95435684647303,65.97510373443983,30.456431535269708,17.531120331950206,Explorer
698734c0-b4a0-83a8-95da-0a8f0cabe0cb,Poster Design Request,4,4,0,,23.59369998333333,1,10.172206994644196,33.5,15.5,95,6.0,24,12,Saturday,February,2026,12,1,build,1,43.291839557399726,76.45228215767635,20.37344398340249,31.74273858921162,52.9045643153527,17.842323651452283,54.85477178423236,33.92116182572614,Builder
69873ae6-5f80-8320-897a-2aaf61e04a48,Branch · Poster Design Request,7,6,1,6.0,35.638448716666666,1,11.785024745018797,26.5,8.0,95,4.0,24,12,Saturday,February,2026,13,0,build,1,50.13831258644537,60.477178423236516,15.062240663900416,12.572614107883817,20.95435684647303,18.672199170124482,58.09128630705394,48.13278008298755,Builder
698ac077-04e8-8323-9a3a-d29bbb8f143c,Java Syntax Overview,5,2,3,0.6666666666666666,3.38382835,1,88.65697930570266,15.5,15.5,20,3.0,6,5,Tuesday,February,2026,5,3,other,0,36.23789764868603,35.26970954356847,4.605809128630705,42.32365145228216,70.53941908713693,54.77178423236515,38.67219917012448,27.489626556016596,Explorer
6994131e-01dc-8320-8782-904a117dc679,Small Business Ideas,31,15,16,0.9375,23.583300233333333,1,78.8693686463365,42.46666666666667,37.0,174,8.666666666666666,130,7,Tuesday,February,2026,7,0,learn,4,62.10235131396957,10.477178423236515,72.69709543568464,12.572614107883817,20.95435684647303,50.62240663900415,54.6058091286307,80.70539419087137,Learner
69a16d15-5370-8321-947c-811fe092557f,Streamlit Web App in Colab,3,1,2,0.5,0.4355786166666666,1,413.24342635889263,63.0,63.0,63,15.0,15,10,Friday,February,2026,10,0,other,0,27.38589211618257,10.477178423236515,29.294605809128633,12.572614107883817,20.95435684647303,80.91286307053942,29.211618257261414,14.315352697095436,Explorer
69a5b009-bf40-8320-9c11-cba7367841c2,Running Python in Colab,12,6,6,1.0,9.37472705,1,76.80223607150248,216.66666666666663,198.5,435,25.666666666666668,154,15,Monday,March,2026,15,16,build,5,50.06915629322268,93.98340248962656,49.33609958506224,52.780082987551864,87.96680497925311,48.96265560165975,47.385892116182575,56.95020746887967,Builder
69a5ce7f-a500-8321-ba62-616fcd1ce4b8,Whisper Module Error Fix,2,1,1,1.0,0.0671944333333333,1,1785.8622217217394,179.0,179.0,179,14.0,14,17,Monday,March,2026,17,0,build,2,22.68326417704011,60.477178423236516,36.59751037344399,12.572614107883817,20.95435684647303,86.30705394190872,26.224066390041493,9.751037344398341,Builder
69a5ceec-7258-8323-a75a-52ef689131a5,Whisper Module Installation,2,1,1,1.0,0.0182642666666666,1,6570.206304477962,179.0,179.0,179,14.0,14,17,Monday,March,2026,17,0,build,2,20.33195020746888,60.477178423236516,36.59751037344399,12.572614107883817,20.95435684647303,93.7759336099585,21.991701244813278,9.751037344398341,Builder
69a5d0e4-7c10-8324-afa9-ed17bccb995d,ModuleNotFoundError Fix,30,15,15,1.0,475.5797436,2,3.7848542210282647,599.0666666666667,189.0,2457,54.13333333333333,812,18,Monday,March,2026,1,55,build,24,86.7911479944675,97.30290456431536,55.601659751037346,56.76348547717841,94.6058091286307,10.78838174273859,89.95850622406638,80.18672199170123,Builder
69a92b47-95b0-8324-b174-307ee4b212d6,Secondary Subject Area Suggestions,2,1,1,1.0,0.0125597,1,9554.36833682333,47.0,47.0,47,9.0,9,7,Thursday,March,2026,7,0,other,0,19.640387275242045,10.477178423236515,21.70124481327801,12.572614107883817,20.95435684647303,95.850622406639,20.74688796680498,9.751037344398341,Explorer
69ad3297-36ac-8321-acb7-a84427323898,Troubleshooting for Service Desk,18,9,9,1.0,68.97736743333333,1,15.657309639191736,23.22222222222222,8.0,67,4.0,36,8,Sunday,March,2026,9,0,learn,2,61.964038727524205,10.477178423236515,56.2240663900415,12.572614107883817,20.95435684647303,20.74688796680498,61.327800829875514,69.29460580912863,Learner
69ad45a7-0dc4-8322-8bfe-262516c4a230,Change Registered Owner Name,9,4,5,0.8,12.541497633333334,1,43.05705871719536,58.75,63.0,66,11.0,44,9,Sunday,March,2026,9,0,research,1,48.61687413554633,10.477178423236515,34.19087136929461,12.572614107883817,20.95435684647303,34.024896265560166,49.62655601659751,46.2655601659751,Researcher
69aee890-840c-8323-b595-4f127ad7ebf8,Self Introduction Project Explanation,2,1,1,1.0,1.1155368166666666,1,107.57152808149512,34.0,34.0,34,5.0,5,15,Monday,March,2026,15,0,build,1,26.14107883817427,60.477178423236516,15.518672199170124,12.572614107883817,20.95435684647303,58.50622406639005,32.448132780082986,9.751037344398341,Builder
69aee8be-4310-8324-b710-2a352c5c1db4,What is an OS,34,17,17,1.0,5.734839699999999,1,355.7204920653668,27.0,24.0,51,4.823529411764706,82,15,Monday,March,2026,15,0,other,0,56.98478561549101,10.477178423236515,22.655601659751042,12.572614107883817,20.95435684647303,78.42323651452283,43.65145228215768,83.92116182572614,Explorer
69aeea3b-edb4-8322-9c05-ddd20f892069,IT Support Concepts,4,2,2,1.0,0.4875552333333333,1,492.251920585818,340.0,340.0,487,61.5,123,15,Monday,March,2026,15,1,troubleshoot,2,29.322268326417703,26.45228215767635,50.456431535269715,71.74273858921163,52.9045643153527,82.57261410788381,29.70954356846473,24.5850622406639,Problem Solver
69b16696-74a4-8321-b7ea-4c9787952a2a,Resume Improvement Tips,34,17,17,1.0,53.899935883333335,1,37.84791144122304,228.11764705882356,37.0,2674,32.0,544,12,Wednesday,March,2026,13,11,learn,9,66.11341632088521,42.427385892116185,91.65975103734439,50.91286307053942,84.85477178423237,31.12033195020747,60.08298755186722,83.92116182572614,Learner
69b16ad9-6774-8321-a216-039e8155afc7,Change Canva Template Fast,2,1,1,1.0,0.0064471,1,18613.01980735525,129.0,129.0,129,28.0,28,13,Wednesday,March,2026,13,0,other,0,18.533886583679116,10.477178423236515,38.755186721991706,12.572614107883817,20.95435684647303,99.1701244813278,18.755186721991702,9.751037344398341,Explorer
69b170b0-9c7c-8323-ae91-7bc7b2516071,GitHub in Resume,2,1,1,1.0,0.0092409,1,12985.748141414795,62.0,62.0,62,7.0,7,13,Wednesday,March,2026,13,1,other,0,19.363762102351313,26.45228215767635,26.224066390041493,31.74273858921162,52.9045643153527,96.6804979253112,20.24896265560166,9.751037344398341,Explorer
69b2c1de-426c-83a6-b761-50964dcf5038,Adobe Express Premium Ideas,8,4,4,1.0,10.146785033333334,1,47.30562423695248,53.75,50.0,115,11.0,44,13,Thursday,March,2026,13,0,other,0,46.403872752420476,10.477178423236515,31.867219917012452,12.572614107883817,20.95435684647303,37.344398340248965,48.38174273858921,43.983402489626556,Explorer
69b2c497-30a0-8321-be80-82b0aa94b1cd,Anonymous Page Ideas,25,14,11,1.2727272727272727,35.024741033333335,1,42.82686911439081,20.714285714285715,11.5,124,4.0,56,13,Thursday,March,2026,13,0,build,1,62.3789764868603,60.477178423236516,17.261410788381745,12.572614107883817,20.95435684647303,33.60995850622407,57.59336099585062,77.80082987551867,Builder
69b81c44-6800-8323-b2a9-f3c864b538d3,Google Scholar IEEE Scopus,26,13,13,1.0,129.75613968333334,1,12.022552488129977,43.69230769230769,33.0,164,7.076923076923077,92,15,Monday,March,2026,15,0,research,2,67.21991701244814,10.477178423236515,32.36514522821577,12.572614107883817,20.95435684647303,19.08713692946058,65.8091286307054,77.38589211618259,Researcher
69b91478-2618-8322-af95-7b1dc95cc7cb,Notice Period Explanation,14,7,7,1.0,4.8591806166666665,1,172.86865137691237,29.142857142857142,28.0,72,5.428571428571429,38,8,Tuesday,March,2026,8,0,other,0,48.40940525587828,10.477178423236515,19.66804979253112,12.572614107883817,20.95435684647303,68.87966804979253,41.6597510373444,61.51452282157676,Explorer
69c211a7-bfe0-83a8-b42e-d20ee7500371,Find Accepted Paper ID,14,7,7,1.0,17.055584616666668,1,49.25073041349486,33.42857142857143,13.0,157,6.571428571428571,46,4,Tuesday,March,2026,4,1,research,1,54.77178423236515,26.45228215767635,24.81327800829876,31.74273858921162,52.9045643153527,38.589211618257266,53.11203319502075,61.51452282157676,Researcher
69c68d2c-0dc0-83e8-8766-6f274220cf63,Tech Support Resume Tips,12,6,6,1.0,16.455803,1,43.75356219322752,683.3333333333334,222.5,3248,90.0,540,14,Friday,March,2026,14,34,troubleshoot,11,53.11203319502075,46.058091286307054,55.518672199170126,95.26970954356847,92.11618257261411,34.85477178423236,52.86307053941909,56.95020746887967,Problem Solver
