conversation_id,title,total_messages,user_messages,assistant_messages,user_assistant_ratio,duration_minutes,active_days,messages_per_hour,avg_user_message_length,median_user_message_length,max_user_message_length,avg_user_words,total_user_words,first_hour,first_day,first_month,first_year,peak_user_hour,technical_term_count,primary_intent,primary_intent_score
691b0f5a-fa04-8320-af2f-472835e63dc6,Professional description write,32,16,16,1.0,60.06014183333333,1,31.967956474828057,235.9375,41.5,2412,34.0,544,12,Monday,November,2025,12,54,build,22
691c04c4-a754-832b-aa22-554a30c9384e,Python 3 code,6,3,3,1.0,5.129317833333333,1,70.18477148374538,14.666666666666666,18.0,18,3.3333333333333335,10,5,Tuesday,November,2025,5,4,other,0
691c6e8a-bb88-8324-ab2e-7edc28529cfa,Trip description prompt,4,2,2,1.0,1.2757531333333332,1,188.12417052264607,68.0,68.0,136,13.0,26,13,Tuesday,November,2025,13,0,other,0
6921991e-d54c-8320-96cf-29f1cbc3a0cb,Movie emotional impact,10,5,5,1.0,3.6164397833333335,1,165.9090254357754,50.6,53.0,80,10.0,50,11,Saturday,November,2025,11,1,create_content,1
69288364-ae94-8324-a8df-d500d4d5ba5f,Railway exam details,20,10,10,1.0,13.47379995,1,89.06173495621776,32.3,26.5,84,6.0,60,16,Thursday,November,2025,17,4,learn,3
6928876c-6210-8321-bc0a-31ce4cdfaefe,Session reminder request,4,2,2,1.0,0.9050381333333333,1,265.18219637448794,32.0,32.0,54,5.5,11,17,Thursday,November,2025,17,1,other,0
692a871f-36f0-8320-a22d-18e02fb57a26,Fill form details,8,4,4,1.0,5.906927483333333,1,81.26052018656772,97.0,20.5,345,10.5,42,5,Saturday,November,2025,5,2,other,0
692a921c-2600-8321-ae1d-a2e3a4e29883,Email draft for upload issue,10,5,5,1.0,666.0519462833333,1,0.9008306384330639,105.4,55.0,330,19.4,97,6,Saturday,November,2025,17,1,other,0
692d8b87-474c-8326-a0ca-5f479cd50d8a,Colab notebook access help,33,16,17,0.9411764705882353,50.35446675,1,39.32123856718233,587.4375,79.0,3535,52.125,834,12,Monday,December,2025,13,52,troubleshoot,19
692d9813-fe20-8323-8683-10cff801b827,Fix librosa warnings,2,1,1,1.0,0.0157102,1,7638.3496072615235,1280.0,1280.0,1280,142.0,142,13,Monday,December,2025,13,6,troubleshoot,6
692e7fd4-d38c-8323-8945-93d87812eb72,Accuracy improvement guide,32,15,17,0.8823529411764706,195.31026175,1,9.830512656102156,215.2,93.0,955,22.866666666666667,343,5,Tuesday,December,2025,6,29,troubleshoot,10
692eeb72-a33c-8323-8817-084ab69dfe21,Simple explanation of error,8,4,4,1.0,12.7666639,1,37.59791937500603,787.25,810.0,1505,64.25,257,13,Tuesday,December,2025,13,16,troubleshoot,16
6931a47b-a30c-8321-937e-70a157b54bb6,Modify code for input,34,16,18,0.8888888888888888,75.70433725,1,26.946936914106598,917.1875,86.0,10001,83.375,1334,15,Thursday,December,2025,16,52,troubleshoot,17
6931b7e6-8604-8323-a793-3dae880879b7,Code update steps,26,13,13,1.0,33.988216466666664,1,45.89826010817431,825.8461538461538,472.0,4027,80.53846153846153,1047,16,Thursday,December,2025,16,58,troubleshoot,30
69382131-d750-8320-bc57-115d88d2d28d,Code explanation and logic,30,14,16,0.875,187.12473061666665,1,9.619252324736168,246.35714285714286,29.5,1517,27.428571428571427,384,13,Tuesday,December,2025,13,25,learn,12
693da768-7ed0-8321-9176-990dbc714b64,Engineering simplified,2,1,1,1.0,0.0002727333333333333,1,439990.2224395014,34.0,34.0,34,6.0,6,17,Saturday,December,2025,17,0,build,1
69444b1c-65c8-8323-8456-91f586a8982a,Task three guide,34,17,17,1.0,46.57530206666667,1,43.80003799180942,28.529411764705884,9.0,121,5.0588235294117645,86,18,Thursday,December,2025,19,7,troubleshoot,1
6944577e-17b4-8320-9dd2-1ada874e1b21,Global demand visualization,39,19,20,0.95,1116.4993409833332,2,2.095836436355703,346.05263157894734,19.0,4825,58.21052631578947,1106,19,Thursday,December,2025,19,15,build,18
694e044a-4b8c-8324-8421-cb8831ea984f,PDF Layout Adjustment,8,4,4,1.0,3.0066182666666665,1,159.64780275620402,50.25,28.0,145,9.75,39,3,Friday,December,2025,3,0,build,1
696fa602-b6dc-8328-88be-50f52c6bc1b1,Tamil Film Character Match,4,2,2,1.0,0.9820999833333333,1,244.37430411659207,64.0,64.0,64,12.0,24,15,Tuesday,January,2026,15,0,other,0
697222e5-ca28-8321-8557-ab9b6c541de4,Clarification on Request,16,8,8,1.0,35.44541385,1,27.083898753801684,642.0,236.5,3126,52.375,419,13,Thursday,January,2026,13,20,troubleshoot,16
6974befb-f3ec-8323-acf0-b5a6191fd794,Murder Mystery Kaveri House,2,1,1,1.0,0.008900333333333335,1,13482.641099584283,66.0,66.0,66,13.0,13,12,Saturday,January,2026,12,0,other,0
6974bf7b-4738-83a1-aa23-1af962ea4a6f,Data Analytics Project Ideas,8,4,4,1.0,3.5023416833333334,1,137.05116273611625,15.75,14.5,31,2.75,11,12,Saturday,January,2026,12,1,build,1
6974c0e7-9dc0-8324-a217-5779dbd4d24a,Branch · Data Analytics Project Ideas,42,21,21,1.0,1057.4631912166667,2,2.3830616714900574,54.714285714285715,31.0,316,7.333333333333333,154,12,Saturday,January,2026,13,11,troubleshoot,2
6975c08f-3820-8323-a6d8-52f774717aa4,Two Finger Whistling,2,1,1,1.0,0.006691616666666666,1,17932.886173495695,31.0,31.0,31,6.0,6,7,Sunday,January,2026,7,0,other,0
6976f713-c210-8324-bb3d-278c498c9455,Python AttributeError Fix,16,8,8,1.0,6.553446933333333,1,146.48779638652042,49.25,0.0,394,4.75,38,5,Monday,January,2026,5,1,troubleshoot,2
6976f8e5-0d2c-8322-bf4e-9bca6a59d4a8,Fixing AttributeError in Code,18,9,9,1.0,24.261890083333334,1,44.514256568242565,682.0,673.0,1497,63.0,567,5,Monday,January,2026,5,26,troubleshoot,19
6976fefd-f620-8321-8129-adaae0fcd43f,Recovering Old Code,2,1,1,1.0,0.004546850000000001,1,26391.897687409957,187.0,187.0,187,42.0,42,5,Monday,January,2026,5,3,other,0
6976ff9c-1488-8322-9912-2f6f9e2ac002,Code Upload Instructions,10,5,5,1.0,10.133791466666667,1,59.20784949775165,111.2,55.0,403,11.8,59,5,Monday,January,2026,5,5,troubleshoot,2
6977024e-4e48-8323-9911-98a70d672747,Whisper Module Installation Error,2,1,1,1.0,0.0089454,1,13414.7159433899,369.0,369.0,369,38.0,38,5,Monday,January,2026,5,1,troubleshoot,2
69770f41-469c-8322-b707-bb8c120e245f,Alternatives to Streamlit in Colab,2,1,1,1.0,0.008975466666666666,1,13369.778358785432,81.0,81.0,81,15.0,15,6,Monday,January,2026,6,2,other,0
697725d3-021c-8320-9910-10c870e78119,Cluttered Audio Video Datasets,8,4,4,1.0,1.8777803833333333,1,255.620947082177,32.75,28.0,66,5.25,21,8,Monday,January,2026,8,1,create_content,1
69772c82-7670-8323-8478-4164251c0e7e,Gradio audio file error,2,1,1,1.0,0.009324450000000001,1,12869.391760371924,0.0,0.0,0,0.0,0,8,Monday,January,2026,8,0,other,0
69830638-1c5c-8323-9814-0da14173ec2d,PDF Analysis Assistance,16,8,8,1.0,12.138210733333333,1,79.08908661172748,34.375,33.0,75,6.75,54,8,Wednesday,February,2026,8,0,build,2
698341ae-c330-8320-9673-c0e03744dcaa,Publication Paper Content,14,7,7,1.0,16.358348833333334,1,51.349925873223576,19.714285714285715,17.0,42,4.0,28,12,Wednesday,February,2026,13,0,create_content,1
6986c1f4-a618-8322-9c2d-e804980e6e80,Data Analytics Project Ideas,8,4,4,1.0,15.43381815,1,31.10053489907162,40.5,34.0,73,6.75,27,4,Saturday,February,2026,4,6,build,1
6986c944-0e9c-8322-b51b-1ec7e9e74d87,DSA Concepts Explained Simply,2,1,1,1.0,0.008234866666666667,1,14572.184937218171,218.0,218.0,218,33.0,33,5,Saturday,February,2026,5,0,learn,2
6986cf21-b210-8321-9156-dd4226dc3931,Resume Bullet Points,2,1,1,1.0,0.016658266666666668,1,7203.6306298374375,418.0,418.0,418,64.0,64,5,Saturday,February,2026,5,1,research,2
69870497-a1c8-8322-9fc0-1e1d10e49672,Murder Mystery Challenge,50,25,25,1.0,80.61099136666667,1,37.215768583644106,33.0,8.0,195,5.96,149,9,Saturday,February,2026,10,4,build,5
6987326d-d1d4-8324-afef-550972b9f8c1,Book Cover Design,2,2,0,,0.7742166666666667,1,154.99537166598498,49.0,49.0,98,11.0,22,12,Saturday,February,2026,12,0,other,0
698734c0-b4a0-83a8-95da-0a8f0cabe0cb,Poster Design Request,4,4,0,,23.593699983333334,1,10.172206994644197,33.5,15.5,95,6.0,24,12,Saturday,February,2026,12,1,build,1
69873ae6-5f80-8320-897a-2aaf61e04a48,Branch · Poster Design Request,7,6,1,6.0,35.638448716666666,1,11.785024745018795,26.5,8.0,95,4.0,24,12,Saturday,February,2026,13,0,build,1
698ac077-04e8-8323-9a3a-d29bbb8f143c,Java Syntax Overview,5,2,3,0.6666666666666666,3.38382835,1,88.65697930570266,15.5,15.5,20,3.0,6,5,Tuesday,February,2026,5,3,other,0
6994131e-01dc-8320-8782-904a117dc679,Small Business Ideas,31,15,16,0.9375,23.583300233333333,1,78.8693686463365,42.46666666666667,37.0,174,8.666666666666666,130,7,Tuesday,February,2026,7,0,learn,4
69a16d15-5370-8321-947c-811fe092557f,Streamlit Web App in Colab,3,1,2,0.5,0.43557861666666664,1,413.24342635889263,63.0,63.0,63,15.0,15,10,Friday,February,2026,10,0,other,0
69a5b009-bf40-8320-9c11-cba7367841c2,Running Python in Colab,12,6,6,1.0,9.374727049999999,1,76.80223607150248,216.66666666666666,198.5,435,25.666666666666668,154,15,Monday,March,2026,15,16,build,5
69a5ce7f-a500-8321-ba62-616fcd1ce4b8,Whisper Module Error Fix,2,1,1,1.0,0.06719443333333334,1,1785.8622217217394,179.0,179.0,179,14.0,14,17,Monday,March,2026,17,0,build,2
69a5ceec-7258-8323-a75a-52ef689131a5,Whisper Module Installation,2,1,1,1.0,0.018264266666666664,1,6570.206304477962,179.0,179.0,179,14.0,14,17,Monday,March,2026,17,0,build,2
69a5d0e4-7c10-8324-afa9-ed17bccb995d,ModuleNotFoundError Fix,30,15,15,1.0,475.57974360000003,2,3.7848542210282647,599.0666666666667,189.0,2457,54.13333333333333,812,18,Monday,March,2026,1,55,build,24
69a92b47-95b0-8324-b174-307ee4b212d6,Secondary Subject Area Suggestions,2,1,1,1.0,0.0125597,1,9554.36833682333,47.0,47.0,47,9.0,9,7,Thursday,March,2026,7,0,other,0
69ad3297-36ac-8321-acb7-a84427323898,Troubleshooting for Service Desk,18,9,9,1.0,68.97736743333333,1,15.657309639191736,23.22222222222222,8.0,67,4.0,36,8,Sunday,March,2026,9,0,learn,2
69ad45a7-0dc4-8322-8bfe-262516c4a230,Change Registered Owner Name,9,4,5,0.8,12.541497633333334,1,43.05705871719536,58.75,63.0,66,11.0,44,9,Sunday,March,2026,9,0,research,1
69aee890-840c-8323-b595-4f127ad7ebf8,Self Introduction Project Explanation,2,1,1,1.0,1.1155368166666666,1,107.57152808149513,34.0,34.0,34,5.0,5,15,Monday,March,2026,15,0,build,1
69aee8be-4310-8324-b710-2a352c5c1db4,What is an OS,34,17,17,1.0,5.734839699999999,1,355.7204920653668,27.0,24.0,51,4.823529411764706,82,15,Monday,March,2026,15,0,other,0
69aeea3b-edb4-8322-9c05-ddd20f892069,IT Support Concepts,4,2,2,1.0,0.48755523333333334,1,492.251920585818,340.0,340.0,487,61.5,123,15,Monday,March,2026,15,1,troubleshoot,2
69b16696-74a4-8321-b7ea-4c9787952a2a,Resume Improvement Tips,34,17,17,1.0,53.899935883333335,1,37.84791144122304,228.11764705882354,37.0,2674,32.0,544,12,Wednesday,March,2026,13,11,learn,9
69b16ad9-6774-8321-a216-039e8155afc7,Change Canva Template Fast,2,1,1,1.0,0.0064471,1,18613.019807355246,129.0,129.0,129,28.0,28,13,Wednesday,March,2026,13,0,other,0
69b170b0-9c7c-8323-ae91-7bc7b2516071,GitHub in Resume,2,1,1,1.0,0.0092409,1,12985.748141414797,62.0,62.0,62,7.0,7,13,Wednesday,March,2026,13,1,other,0
69b2c1de-426c-83a6-b761-50964dcf5038,Adobe Express Premium Ideas,8,4,4,1.0,10.146785033333334,1,47.305624236952475,53.75,50.0,115,11.0,44,13,Thursday,March,2026,13,0,other,0
69b2c497-30a0-8321-be80-82b0aa94b1cd,Anonymous Page Ideas,25,14,11,1.2727272727272727,35.024741033333335,1,42.82686911439081,20.714285714285715,11.5,124,4.0,56,13,Thursday,March,2026,13,0,build,1
69b81c44-6800-8323-b2a9-f3c864b538d3,Google Scholar IEEE Scopus,26,13,13,1.0,129.75613968333334,1,12.022552488129977,43.69230769230769,33.0,164,7.076923076923077,92,15,Monday,March,2026,15,0,research,2
69b91478-2618-8322-af95-7b1dc95cc7cb,Notice Period Explanation,14,7,7,1.0,4.8591806166666665,1,172.86865137691237,29.142857142857142,28.0,72,5.428571428571429,38,8,Tuesday,March,2026,8,0,other,0
69c211a7-bfe0-83a8-b42e-d20ee7500371,Find Accepted Paper ID,14,7,7,1.0,17.055584616666668,1,49.25073041349486,33.42857142857143,13.0,157,6.571428571428571,46,4,Tuesday,March,2026,4,1,research,1
69c68d2c-0dc0-83e8-8766-6f274220cf63,Tech Support Resume Tips,12,6,6,1.0,16.455803,1,43.75356219322752,683.3333333333334,222.5,3248,90.0,540,14,Friday,March,2026,14,34,troubleshoot,11
69ca811d-03b4-83e8-a63e-87c49e4542a8,Instruction clarification request,30,15,15,1.0,22.641254183333334,1,79.50089625887486,769.2666666666667,0.0,9843,60.666666666666664,910,13,Monday,March,2026,14,135,troubleshoot,4
69cf2534-6e9c-83e8-b71c-cf1433242240,Co-author Details Formatting,24,12,12,1.0,45.84386345,1,31.41096521174635,30.25,31.0,62,4.333333333333333,52,2,Friday,April,2026,2,0,build,2
69cf3106-cc00-83e8-bc39-75ef121cb8a1,PPT Content Creation,8,4,4,1.0,9.65741745,1,49.702728755916006,19.0,12.5,48,3.75,15,3,Friday,April,2026,3,0,build,1
69d0be95-2d9c-83e8-a7e9-47b88cc29b23,Life Path Analysis,16,8,8,1.0,17.169568466666664,1,55.91287875777209,58.875,3.0,417,10.0,80,7,Saturday,April,2026,7,2,research,1
69d659ab-1f58-83e8-b99d-4c07ca6cd662,Winget FFmpeg Installation Help,22,11,11,1.0,220.72651643333333,1,5.980251133074369,1385.909090909091,514.0,9768,122.0909090909091,1343,13,Wednesday,April,2026,13,191,learn,17
69d672d4-53cc-83e8-8322-f7b5a4c4755e,WAV Clarification Request,6,3,3,1.0,584.1911944,2,0.6162366078963959,10.333333333333334,3.0,25,2.3333333333333335,7,15,Wednesday,April,2026,15,1,other,0
69d67955-2d04-83e8-8f3e-5ec1782db5ac,Project Final Review Prep,2,1,1,1.0,0.0413334,1,2903.2211238368973,49.0,49.0,49,8.0,8,15,Wednesday,April,2026,15,1,learn,1
69d702eb-1f50-8322-b508-009ce4327769,ML Classifier Explanation,2,1,1,1.0,0.0187879,1,6387.089562963397,185.0,185.0,185,28.0,28,1,Thursday,April,2026,1,5,learn,1
69d72e2c-9370-8324-91f8-669c59d2241f,Intellectual Disability Overview,9,4,5,0.8,147.59905783333335,1,3.65855993884297,8.25,5.0,23,1.25,5,4,Thursday,April,2026,4,1,other,0
69d7e042-87c0-83e8-9dd5-de2f4d363bc5,Video Clarity Improvement,13,6,7,0.8571428571428571,5.53110815,1,141.02056565283397,16.666666666666668,18.0,42,3.6666666666666665,22,17,Thursday,April,2026,17,0,create_content,1
69d89589-9380-83e8-93c4-d49f74901546,Graduation with Paws,4,2,2,1.0,0.8058865,1,297.8086864589493,64.0,64.0,117,14.0,28,6,Friday,April,2026,6,0,create_content,1
69d9cb50-ae54-83e8-833c-eeb705f61651,Worth Buying Verdict,14,7,7,1.0,10.75897605,1,78.07434425881077,54.285714285714285,61.0,108,10.857142857142858,76,4,Saturday,April,2026,4,0,other,0
69d9d13a-5150-83e8-8e72-446d6f916ebb,Tablet options under ₹2000,5,2,3,0.6666666666666666,1.1477061,1,261.3909606300777,21.5,21.5,22,5.5,11,4,Saturday,April,2026,4,0,other,0
69da618c-bf04-83e8-9333-eb8786362bdb,Instagram Login Check,4,2,2,1.0,0.6678534333333332,1,359.36028478903285,12.5,12.5,25,2.5,5,14,Saturday,April,2026,14,0,other,0
69db064e-cac0-83e8-ac8a-bf41efd9da33,4x6 Photo Poster Printing,11,5,6,0.8333333333333334,4.034162833333333,1,163.60271691231105,43.0,29.0,111,8.4,42,2,Sunday,April,2026,2,0,create_content,3
69dc7801-20e0-83e8-8bd9-a29beef51e21,Best tablet under ₹5000,52,26,26,1.0,45.08249953333333,1,69.20645554918973,17.846153846153847,8.0,105,3.6538461538461537,95,4,Monday,April,2026,5,1,research,1
69dddef8-7228-83e8-9166-a726602a72b9,Echo Show 5 Review,10,5,5,1.0,11.547481883333335,1,51.959380067613665,23.2,26.0,60,2.8,14,6,Tuesday,April,2026,6,1,learn,1
69de04fa-4cbc-83e8-ba17-ba2e1e84b9cb,4x6 Poster Placement Tips,5,2,3,0.6666666666666666,1.2350391333333335,1,242.90728277597893,38.0,38.0,38,7.5,15,9,Tuesday,April,2026,9,0,create_content,3
69de299a-59dc-83e8-abec-b911bb9c5000,Study Photography Basics,11,5,6,0.8333333333333334,5.3147559,1,124.18256123484431,36.6,43.0,57,6.6,33,11,Tuesday,April,2026,11,0,learn,1
69de2c0f-45cc-83e8-b938-f47872e3111a,Weight Loss Plan,18,9,9,1.0,11.703229066666667,1,92.28222346566506,56.0,63.0,89,10.0,90,11,Tuesday,April,2026,12,3,build,3
69df52d5-823c-83e8-9323-5b4db6182e2d,Job Posting Assistance,8,3,5,0.6,18.8647782,1,25.44424296491331,62.333333333333336,44.0,143,13.0,39,8,Wednesday,April,2026,8,1,learn,1
69e0f51f-bda8-83e8-9005-0743ac3b6d6a,Shy Romantic Song Captions,14,7,7,1.0,55.02318043333333,1,15.26629310382654,71.57142857142857,40.0,150,14.285714285714286,100,14,Thursday,April,2026,14,0,create_content,2
69e225b2-0fc8-83e8-9b04-629c8b58780a,Find Jio Number,4,2,2,1.0,0.6911287500000001,1,347.2580181333796,32.0,32.0,49,7.0,14,12,Friday,April,2026,12,0,other,0
69e22cde-2304-83e8-ab5a-256f4f580697,Jio SIM in Tablet,6,3,3,1.0,1.6549921166666666,1,217.52369475032847,49.666666666666664,63.0,70,10.666666666666666,32,12,Friday,April,2026,12,0,other,0
69e2309f-14a8-83e8-a22c-689ae5498c2b,Jio SIM Activation Issues,4,2,2,1.0,3.5920463,1,66.81428354640084,24.0,24.0,28,5.0,10,13,Friday,April,2026,13,0,other,0
69e23552-4fdc-83e8-8eb1-6e2889c4c55f,Redmi Pad 2 Details,2,1,1,1.0,0.02153965,1,5571.121164921435,30.0,30.0,30,6.0,6,13,Friday,April,2026,13,1,other,0
69e3063e-4ba0-83e8-b835-3f010c8e35ea,Central Government Jobs Guide,12,6,6,1.0,5783.112992416666,2,0.12450042061155095,10.5,6.5,23,2.1666666666666665,13,4,Tuesday,April,2026,4,2,other,0
69e309da-f7cc-83e8-bd9f-928e64524f14,Stenographer Role and Exams,27,13,14,0.9285714285714286,761.2904268666666,2,2.1279658101936554,31.46153846153846,36.0,59,5.769230769230769,75,16,Friday,April,2026,4,0,planning,1
69e313ba-0ee4-83e8-a3ad-471b333d52d5,SSC Phase-XIV Exam Details,4,2,2,1.0,1.7555063166666665,1,136.7126952044861,6.0,6.0,12,1.5,3,5,Saturday,April,2026,5,0,other,0
69e480e6-ca10-83e8-96e4-3d7e83f44ab8,Chocolate Milkshake Recipe,19,9,10,0.9,4910.4168458,2,0.23215951635044382,31.333333333333332,31.0,60,5.0,45,21,Wednesday,April,2026,7,0,build,1
69e87366-bf48-83e8-8167-18fcb8487c08,Nighttime Flash Photography,1,1,0,,0.0,1,0.0,479.0,479.0,479,68.0,68,7,Wednesday,April,2026,7,1,other,0
69e873e3-68d8-83e8-a308-373c022495b6,Email Response to Complaint,6,3,3,1.0,6.054428633333333,1,59.460606739664875,5.0,2.0,13,1.3333333333333333,4,7,Wednesday,April,2026,7,0,build,1
69e876f9-600c-83e8-be66-0ad9c635624f,Poster Display Ideas,10,5,5,1.0,14365.442049833333,2,0.041766901284249806,56.4,36.0,148,11.8,59,7,Wednesday,April,2026,7,1,create_content,2
69e9917d-01bc-83e8-b823-b7a978223e11,Voting Caption Ideas,7,3,4,0.75,1.6330699166666667,1,257.1843346776488,30.666666666666668,41.0,47,6.666666666666667,20,3,Thursday,April,2026,3,0,other,0
69eb0f0b-1234-83e8-b794-26acff131e68,Caption suggestions for post,4,2,2,1.0,5.496557883333334,1,43.663690093709036,16.0,16.0,28,3.0,6,6,Friday,April,2026,6,0,create_content,1
69eeebb4-e284-83e8-b873-35f00a029a3b,Resume Project Entry,10,5,5,1.0,3.57665595,1,167.75446349543347,208.4,36.0,899,27.4,137,4,Monday,April,2026,4,10,build,6
69f03d1a-c9ac-83e8-955d-e61f258ef5df,AI&DS Application Follow-up,6,3,3,1.0,1.7006841833333333,1,211.6795131794556,124.66666666666667,136.0,218,23.666666666666668,71,4,Tuesday,April,2026,4,4,learn,1
69f041a0-c874-83e8-bf31-1d7dd7bcb59a,SSC CGL Prep Guide,27,13,14,0.9285714285714286,24483.46051576667,2,0.0661671171424793,38.07692307692308,31.0,130,7.230769230769231,94,5,Tuesday,April,2026,5,1,other,0
69f1fae5-f140-83e8-9e07-b495a2a1ba39,Image Generation Prompt,4,2,2,1.0,0.8777548500000001,1,273.424863445642,442.5,442.5,870,71.5,143,12,Wednesday,April,2026,12,7,build,1
69f1fb4c-d1c0-83e8-b092-0ce59c436844,AI Image Prompt Creation,6,3,3,1.0,2.1836004,1,164.8653297553893,1174.3333333333333,870.0,2639,187.66666666666666,563,12,Wednesday,April,2026,12,20,build,3
69f5668c-3248-83e8-b50c-81dd3d48c7f5,Skin Glow Routine,24,12,12,1.0,13.412351766666665,1,107.36372151965108,37.5,38.5,77,8.166666666666666,98,2,Saturday,May,2026,2,2,planning,2
69f569e3-29ec-83e8-8c4a-fbcf0f352d26,Personalized Daily Plan,23,13,10,1.3,136.13559998333332,1,10.136951687647827,53.92307692307692,24.0,291,9.076923076923077,118,3,Saturday,May,2026,5,3,build,2
69f58a63-711c-83e8-a40b-9abefb997ec8,Sock size guide,8,4,4,1.0,8558.463426133334,2,0.05608483393576426,15.5,15.5,31,3.0,12,6,Sunday,April,2026,5,0,other,0
69f72315-0fa8-83e8-ad93-bf2d4044d57b,Track Steps and Cycling,4,2,2,1.0,2.3189797833333334,1,103.49378710625098,49.0,49.0,54,9.0,18,10,Sunday,May,2026,10,0,other,0
69f826d5-7434-83e8-9ddd-f9a45b5aa4f4,Using Fresh Mehndi Leaves,2,1,1,1.0,0.036140316666666665,1,3320.3914926035977,55.0,55.0,55,11.0,11,4,Monday,May,2026,4,1,other,0
69f987c6-faec-83e8-9880-8c62fe949f17,Phone Comparison Advice,2,1,1,1.0,0.1458664,1,822.6706081729582,32.0,32.0,32,7.0,7,6,Tuesday,May,2026,6,0,research,1
69f9e809-1764-83e8-a688-157a1bdcff20,Photography Beginner Tips,14,7,7,1.0,17.682354966666665,1,47.50498457832679,21.142857142857142,16.0,62,4.0,28,12,Tuesday,May,2026,12,1,learn,2
69f9ecd0-e510-83e8-b564-3f7f5e11b345,Faceless Content Ideas,48,24,24,1.0,8380.618815016667,4,0.3436500410732823,79.33333333333333,37.0,476,15.0,360,13,Tuesday,May,2026,6,2,create_content,4
69fb3b21-c6d0-83e8-8d44-79363b252ef9,Caption Suggestions,2,1,1,1.0,0.018849516666666667,1,6366.210981537103,16.0,16.0,16,3.0,3,12,Wednesday,May,2026,12,0,create_content,1
69fec9e5-7e10-83e9-86a1-b07cc814cb65,Hotspot Data Consumption Issues,2,1,1,1.0,0.019805816666666667,1,6058.826152923089,85.0,85.0,85,18.0,18,5,Saturday,May,2026,5,0,other,0
69ffec63-2b88-83ec-b178-c6e8d4437548,Short Hair Captions,2,1,1,1.0,0.0134773,1,8903.860565543544,31.0,31.0,31,7.0,7,2,Sunday,May,2026,2,1,create_content,1
6a015e84-5f6c-83e9-8c42-51c8c54dd5a8,Commerce with Business Maths Degrees,30,15,15,1.0,30.800733316666665,1,58.44016704063332,38.266666666666666,27.0,109,6.533333333333333,98,4,Monday,May,2026,4,1,learn,2
